SKU - C�digo;Nome;Varia��o;Marca;Categoria;Estoque;Estoque M�nimo;P. Custo;P. Venda;Pre�o Promocional;Data de Finaliza��o da Promo��o;Pre�o � vista;P. Final Venda;Data Cadastro;Data Atualiza��o;Peso (Kg);Altura (cm);Largura (cm);Comprimento (cm);Status;Status Distribuidor;Imagens;NCM;GTIN;Pack;Reservas;CEST;Origem
1108367;IsoPure Zero Carb (1,3kg);Dutch Chocolate;;Prote�nas > Whey Protein Isolado;0;9;217,22;399,9;399,9;31/12/1969 21:00:00;359,91;359,91;12/01/2017 16:13:35;13/07/2021 14:10:21;1.35;24;14;14;Inativo;Em falta no fornecedor;2;2106.90.30;89094023492;;0;;
1108176;IsoPure Zero Carb (1,3kg);Baunilha;;Prote�nas > Whey Protein Isolado;0;5;217,22;399,9;399,9;31/12/1969 21:00:00;359,91;359,91;12/01/2017 16:13:35;23/03/2021 13:29:27;1.35;24;14;14;Inativo;Em falta no fornecedor;2;2106.90.30;89094023478;0;0;;
1108175;IsoPure Zero Carb (1,3kg);Cookies;;Prote�nas > Whey Protein Isolado;0;4;217,22;399,9;399,9;31/12/1969 21:00:00;359,91;359,91;12/01/2017 16:13:35;23/03/2021 13:29:27;1.35;24;14;14;Inativo;Em falta no fornecedor;2;2106.90.30;89094023591;0;0;;
1106176;Fusion Time Release (1kg);Baunilha;Performance Nutrition;Massa Muscular > Case�na Micelar;0;1;121,64;179,9;179,9;;161,91;161,91;10/01/2017 17:15:14;07/11/2019 16:24:12;1.1;25;15;15;Inativo;Dispon�vel;1;2106.90.30;;;0;;
1106172;Fusion Time Release (1kg);Chocolate;Performance Nutrition;Massa Muscular > Case�na Micelar;0;1;121,64;179,9;179,9;;161,91;161,91;10/01/2017 17:15:14;07/11/2019 16:24:12;1.1;25;15;15;Inativo;Dispon�vel;1;2106.90.30;;;0;;
1099197;L-Carnergy Science 2000 (474ml);Uva;Performance Nutrition;Emagrecimento > L-Carnitina;22;9;44,28;87,9;87,9;31/12/1969 21:00:00;79,11;79,11;10/01/2017 15:25:54;01/10/2021 08:00:53;0.55;20;9;9;Ativo;Dispon�vel;2;21069030;7898315584369;3;0;;0
1099196;L-Carnergy Science 2000 (474ml);Tangerina;Performance Nutrition;Emagrecimento > L-Carnitina;3;1;44,28;87,9;87,9;31/12/1969 21:00:00;79,11;79,11;10/01/2017 15:25:54;01/10/2021 08:00:55;0.55;20;9;9;Ativo;Dispon�vel;2;21069030;7898315584352;2;1;;0
1098238;BCAA Science 500 Mastig�vel (200 Tabs);Frutas Tropicais;Performance Nutrition;Amino�cidos > BCAA;0;2;50,27;79,9;79,9;31/12/1969 21:00:00;71,91;71,91;10/01/2017 15:19:12;01/10/2021 08:00:56;0.3;17;8;8;Ativo;Dispon�vel;1;21069030;7898315581719;7;0;;0
1098204;BCAA Science 500 Mastig�vel (200 Tabs);Coco;Performance Nutrition;Amino�cidos > BCAA;5;2;50,27;79,9;79,9;31/12/1969 21:00:00;71,91;71,91;10/01/2017 15:19:12;01/10/2021 08:00:54;0.3;17;8;8;Ativo;Dispon�vel;1;21069030;7898315581702;9;0;;0
1098187;BCAA Science 500 Mastig�vel (200 Tabs);Lim�o;Performance Nutrition;Amino�cidos > BCAA;7;2;50,27;79,9;79,9;31/12/1969 21:00:00;71,91;71,91;10/01/2017 15:19:12;01/10/2021 08:00:54;0.3;17;8;8;Ativo;Dispon�vel;1;21069030;7898315581733;5;0;;0
1096272;Bio Whey (2,273kg);Cookies and Cream;Performance Nutrition;Prote�nas > Whey Protein 3W;4;1;226,09;349,9;349,9;31/12/1969 21:00:00;314,91;314,91;10/01/2017 14:50:46;04/10/2021 10:12:41;2.6;30;22;22;Ativo;Dispon�vel;2;35022000;7898315581078;1;0;;0
1096176;Bio Whey (2,273kg);Baunilha;Performance Nutrition;Prote�nas > Whey Protein 3W;0;2;226,09;349,9;349,9;31/12/1969 21:00:00;314,91;314,91;10/01/2017 14:50:46;31/08/2021 16:36:02;2.6;30;22;22;Ativo;Dispon�vel;2;21069030;;3;0;;0
1096174;Bio Whey (2,273kg);Banana;Performance Nutrition;Prote�nas > Whey Protein 3W;0;1;226,09;349,9;349,9;31/12/1969 21:00:00;314,91;314,91;10/01/2017 14:50:46;01/10/2021 08:00:50;2.6;30;22;22;Ativo;Dispon�vel;2;21069030;7898315582570;2;0;;0
1096173;Bio Whey (2,273kg);Morango;Performance Nutrition;Prote�nas > Whey Protein 3W;0;1;226,09;349,9;349,9;31/12/1969 21:00:00;314,91;314,91;10/01/2017 14:50:46;01/10/2021 08:00:56;2.6;30;22;22;Ativo;Dispon�vel;2;21069030;7898315582136;1;0;;0
1095173;Iso Whey Protein (909g);Morango;Performance Nutrition;Prote�nas > Whey Protein Isolado;3;2;159,58;249,9;249,9;31/12/1969 21:00:00;224,91;224,91;10/01/2017 14:41:00;01/10/2021 11:08:38;1.1;25;15;15;Ativo;Dispon�vel;2;21069030;7898315580262;10;0;;0
1095172;Iso Whey Protein (909g);Chocolate;Performance Nutrition;Prote�nas > Whey Protein Isolado;20;11;159,58;249,9;249,9;31/12/1969 21:00:00;224,91;224,91;10/01/2017 14:41:00;04/10/2021 10:12:41;1.1;25;15;15;Ativo;Dispon�vel;2;35022000;7898315580200;6;12;;0
1091284;Glyco Fuel (909g);Guaran�;Performance Nutrition;Energia e Resist�ncia > Repositor Hidroeletrol�tico;9;1;68,26;110,9;110,9;31/12/1969 21:00:00;99,81;99,81;09/01/2017 12:02:45;01/10/2021 08:00:52;1.1;24;12;12;Ativo;Dispon�vel;2;21069030;7898315582839;1;0;;0
1091197;Glyco Fuel (909g);Uva;Performance Nutrition;Energia e Resist�ncia > Repositor Hidroeletrol�tico;3;1;68,26;110,9;110,9;31/12/1969 21:00:00;99,81;99,81;09/01/2017 12:02:45;01/10/2021 08:00:55;1.1;24;12;12;Ativo;Dispon�vel;2;21069030;7898315582792;7;0;;0
1091187;Glyco Fuel (909g);Lim�o;Performance Nutrition;Energia e Resist�ncia > Repositor Hidroeletrol�tico;2;1;68,26;110,9;110,9;31/12/1969 21:00:00;99,81;99,81;09/01/2017 12:02:45;01/10/2021 08:00:55;1.1;24;12;12;Ativo;Dispon�vel;2;21069030;7898315582846;9;0;;0
1089176;Hiper Whey (900g);Baunilha;Probi�tica;Outlet;0;5;62,83;99,9;89,91;20/04/2020 23:59:59;89,91;80,92;06/01/2017 18:48:53;03/02/2020 16:53:27;1.1;25;15;15;Inativo;Dispon�vel;2;2106.90.30;7896438200463;;0;;
1088176;Whey 100% Pure Refil (1,8kg);Baunilha;Integralm�dica;Prote�nas > Whey Protein Concentrado;12;24;156,55;243,9;243,9;26/06/2021 08:00:00;219,51;219,51;06/01/2017 18:36:33;07/10/2021 09:47:21;1.9;30;26;12;Ativo;Dispon�vel;2;21069030;7896311761739;7;0;;3
1088173;Whey 100% Pure Refil (1,8kg);Morango;Integralm�dica;Prote�nas > Whey Protein Concentrado;0;23;156,55;243,9;243,9;26/06/2021 08:00:00;219,51;219,51;06/01/2017 18:36:33;04/10/2021 16:27:24;1.9;30;26;12;Ativo;Dispon�vel;2;21069030;7896311761746;2;0;;3
1086201;Whey Blend (2kg);Vitamina de Frutas;Max Titanium;Massa Muscular > Prote�nas;0;2;95,05;143,9;143,9;30/11/2019 00:00:00;129,51;129,51;04/01/2017 19:26:40;01/10/2021 08:00:53;2.1;30;26;12;Ativo;Dispon�vel;1;21061000;7898629560769;4;0;;0
1086176;Whey Blend (2kg);Baunilha;Max Titanium;Massa Muscular > Prote�nas;0;13;95,05;143,9;143,9;30/11/2019 00:00:00;129,51;129,51;04/01/2017 19:26:40;01/10/2021 08:00:51;2.1;30;26;12;Ativo;Dispon�vel;1;21069030;7898944774490;7;0;;0
1086172;Whey Blend (2kg);Chocolate;Max Titanium;Massa Muscular > Prote�nas;0;18;95,05;143,9;143,9;30/11/2019 00:00:00;129,51;129,51;04/01/2017 19:26:40;01/10/2021 08:00:50;2.1;30;26;12;Ativo;Dispon�vel;2;21069030;7898944774476;10;0;;0
1065303;BCAA Low Carb (300g);Ma�� Verde;Max Titanium;Massa Muscular > Amino�cidos;0;3;80,14;119,9;119,9;31/12/1969 21:00:00;107,91;107,91;17/11/2016 12:57:58;09/03/2021 13:03:15;0.41;12;10;10;Inativo;Saiu de linha;2;2106.90.30;7898629560264;0;0;;
1063293;New Up Gel Power (30g);Citrus;Max Titanium;Energia e Resist�ncia > Gel de Carboidratos;0;13;1,14;1,9;1,9;31/12/1969 21:00:00;1,71;1,71;17/11/2016 12:42:06;03/02/2019 21:08:00;0.1;3;5;5;Inativo;Dispon�vel;2;4901.99.00;7898944775374;0;0;;
1063202;New Up Gel Power (30g);P�ssego;Max Titanium;Energia e Resist�ncia > Gel de Carboidratos;0;11;1,14;1,9;1,9;31/12/1969 21:00:00;1,71;1,71;17/11/2016 12:42:06;13/07/2021 14:10:21;0.1;3;5;5;Inativo;Dispon�vel;2;4901.99.00;7898944775350;;0;;
1047278;Max Bar (30g);Coco c/ Granulado;Max Titanium;Prote�nas > Barras de Prote�na;0;76;2,4;3,9;3,51;15/04/2021 08:00:00;3,51;3,16;27/10/2016 19:00:07;13/07/2021 14:10:21;0.04;4;1;7;Inativo;Saiu de linha;2;2106.90.30;7898629560615;;0;;
1047173;Max Bar (30g);Morango;Max Titanium;Prote�nas > Barras de Prote�na;0;39;2,4;3,9;3,51;15/04/2021 08:00:00;3,51;3,16;27/10/2016 19:00:07;18/03/2021 13:45:28;0.04;4;1;7;Inativo;Saiu de linha;2;2106.90.30;7898629560639;0;0;;
1047172;Max Bar (30g);Chocolate;Max Titanium;Prote�nas > Barras de Prote�na;0;1;2,4;3,9;3,51;15/04/2021 08:00:00;3,51;3,16;27/10/2016 19:00:07;13/07/2021 14:10:21;0.04;4;1;7;Inativo;Saiu de linha;2;2106.90.30;7898629560622;;0;;
1043175;Bio Casein (2.273kg);Cookies;Performance Nutrition;Prote�nas > Case�na Micelar;0;4;143,95;279,9;254,71;31/12/2020 23:59:59;251,91;229,24;20/10/2016 17:27:42;30/01/2020 12:52:46;2.1;30;22;22;Inativo;Dispon�vel;2;2106.90.30;;0;0;;
1043173;Bio Casein (2.273kg);Morango;Performance Nutrition;Prote�nas > Case�na Micelar;0;9;143,95;279,9;254,71;31/12/2020 23:59:59;251,91;229,24;20/10/2016 17:27:42;30/01/2020 12:52:46;2.1;30;22;22;Inativo;Dispon�vel;2;2106.90.30;;0;0;;
1043172;Bio Casein (2.273kg);Chocolate;Performance Nutrition;Prote�nas > Case�na Micelar;0;8;143,95;279,9;254,71;31/12/2020 23:59:59;251,91;229,24;20/10/2016 17:27:42;30/01/2020 12:52:46;2.1;30;22;22;Inativo;Dispon�vel;2;2106.90.30;;0;0;;
1042176;Gold Standard Casein (900g);Baunilha;Optimum Nutrition;Prote�nas > Case�na Micelar;0;10;195,55;274,9;274,9;31/12/1969 21:00:00;247,41;247,41;18/10/2016 17:44:41;21/10/2019 14:37:05;1.1;25;15;15;Inativo;Dispon�vel;2;2106.90.30;748927051186;0;0;;
1036269;BCAA Zero Powder (200g);Maracuj�;Integralm�dica;Massa Muscular > Amino�cidos;0;12;54;88,88;88,88;31/12/1969 21:00:00;79,99;79,99;07/10/2016 20:27:44;31/08/2021 16:36:00;0.3;12;10;10;Ativo;Dispon�vel;2;21069030;7896311764563;4;0;;0
1035273;Vitamina D3 (30ml);Tuti Fruti;Max Titanium;Sa�de F�sica e Mental > Aumentar a Imunidade;0;4;23,47;32,9;26,32;30/06/2020 08:00:00;29,61;23,69;05/10/2016 18:56:59;13/07/2021 14:10:21;0.08;10;20;20;Inativo;Saiu de linha;2;2106.90.30;7898944775190;;0;;
1033252;Max Bar (396g) 12 unidades;P�o de Mel;Max Titanium;Prote�nas > Barras de Prote�na;0;12;27,84;46,9;42,21;15/04/2021 08:00:00;42,21;37,99;05/10/2016 18:34:55;13/07/2021 14:10:21;0.45;5;10;15;Inativo;Saiu de linha;2;2106.90.30;7898629560608;;0;;
1033204;Max Bar (396g) 12 unidades;Coco;Max Titanium;Prote�nas > Barras de Prote�na;0;10;27,84;46,9;42,21;15/04/2021 08:00:00;42,21;37,99;05/10/2016 18:34:55;02/09/2021 14:40:35;0.45;5;10;15;Inativo;Saiu de linha;2;2106.90.30;7898629560578;;0;;0
1033173;Max Bar (396g) 12 unidades;Morango;Max Titanium;Prote�nas > Barras de Prote�na;0;11;27,84;46,9;42,21;15/04/2021 08:00:00;42,21;37,99;05/10/2016 18:34:55;13/07/2021 14:10:21;0.45;5;10;15;Inativo;Saiu de linha;2;2106.90.30;7898629560592;;0;;
1026303;New Up (1kg);Ma�� Verde;Max Titanium;Energia e Resist�ncia > Blend de Carboidratos / Carb UP;0;2;72;104,9;104,9;31/12/1969 21:00:00;94,41;94,41;05/10/2016 15:15:34;09/01/2020 14:26:31;1.1;25;15;15;Inativo;Dispon�vel;2;2106.90.30;7898944775633;0;0;;
1016179;Albumina (500g);Natural;Naturovos;Prote�nas > Albumina (Proteina do Ovo) > Promo��o Albumina;243;91;29,8;54,9;54,9;21/08/2029 23:59:59;49,41;49,41;19/09/2016 10:39:52;04/10/2021 09:55:45;0.6;20;10;15;Ativo;Dispon�vel;2;35021100;7896715606308;4;42;;0
1016174;Albumina (500g);Banana;Naturovos;Prote�nas > Albumina (Proteina do Ovo) > Promo��o Albumina;126;85;29,8;54,9;54,9;21/08/2029 23:59:59;49,41;49,41;19/09/2016 10:39:52;04/10/2021 09:55:45;0.6;20;10;15;Ativo;Dispon�vel;2;35021100;7896715620182;3;78;;0
1016173;Albumina (500g);Morango;Naturovos;Prote�nas > Albumina (Proteina do Ovo) > Promo��o Albumina;208;71;29,8;54,9;54,9;21/08/2029 23:59:59;49,41;49,41;19/09/2016 10:39:52;01/10/2021 11:45:28;0.6;20;10;15;Ativo;Dispon�vel;2;35021100;7896715606315;1;0;;0
1016172;Albumina (500g);Chocolate;Naturovos;Prote�nas > Albumina (Proteina do Ovo) > Promo��o Albumina;522;69;29,8;54,9;54,9;21/08/2029 23:59:59;49,41;49,41;19/09/2016 10:39:52;01/10/2021 11:45:28;0.6;20;10;15;Ativo;Dispon�vel;2;35021100;7896715630198;8;0;;0
1009451;Elite 100% Whey Protein (907g);Baunilha Cake;Dymatize Nutrition;Prote�nas > Whey Protein Concentrado;0;5;117,66;188,5;188,5;31/12/1969 21:00:00;169,65;169,65;12/09/2016 15:07:50;24/03/2021 11:09:03;1.1;25;15;15;Inativo;Em falta no fornecedor;2;2106.90.30;;0;0;;
1009410;Elite 100% Whey Protein (907g);Gourmet Vanilla;Dymatize Nutrition;Prote�nas > Whey Protein Concentrado;0;6;117,66;188,5;188,5;31/12/1969 21:00:00;169,65;169,65;12/09/2016 15:07:50;24/03/2021 11:09:03;1.1;25;15;15;Inativo;Em falta no fornecedor;2;2106.90.30;705016599165;0;0;;
1009363;Elite 100% Whey Protein (907g);Chocolate Cake Batter;Dymatize Nutrition;Prote�nas > Whey Protein Concentrado;0;3;117,66;188,5;188,5;31/12/1969 21:00:00;169,65;169,65;12/09/2016 15:07:50;24/03/2021 11:09:03;1.1;25;15;15;Inativo;Em falta no fornecedor;2;2106.90.30;;0;0;;
1009360;Elite 100% Whey Protein (907g);Chocolate Fudge;Dymatize Nutrition;Prote�nas > Whey Protein Concentrado;0;4;117,66;188,5;188,5;31/12/1969 21:00:00;169,65;169,65;12/09/2016 15:07:50;24/03/2021 11:09:02;1.1;25;15;15;Inativo;Em falta no fornecedor;2;2106.90.30;705016599080;0;0;;
1009272;Elite 100% Whey Protein (907g);Cookies and Cream;Dymatize Nutrition;Prote�nas > Whey Protein Concentrado;0;5;117,66;188,5;188,5;31/12/1969 21:00:00;169,65;169,65;12/09/2016 15:07:50;24/03/2021 11:09:02;1.1;25;15;15;Inativo;Em falta no fornecedor;2;2106.90.30;705016599226;0;0;;
1009265;Elite 100% Whey Protein (907g);Chocolate c/ Peanut Butter;Dymatize Nutrition;Prote�nas > Whey Protein Concentrado;0;3;117,66;188,5;188,5;31/12/1969 21:00:00;169,65;169,65;12/09/2016 15:07:50;02/09/2021 14:40:32;1.1;25;15;15;Inativo;Em falta no fornecedor;2;2106.90.30;705016599271;0;0;;2
1000176;100% Whey Muscle (900g);Baunilha;Body Action;Massa Muscular > Prote�nas;0;1;45,36;79,9;79,9;31/12/1969 21:00:00;71,91;71,91;06/09/2016 19:58:34;01/10/2021 08:00:55;1.1;25;15;15;Inativo;Saiu de linha;1;21069030;7897104909635;0;0;;0
1000172;100% Whey Muscle (900g);Chocolate;Body Action;Massa Muscular > Prote�nas;0;2;45,36;79,9;79,9;31/12/1969 21:00:00;71,91;71,91;06/09/2016 19:58:34;02/09/2021 14:40:32;1.1;25;15;15;Inativo;Saiu de linha;1;2106.90.30;7897104909642;0;0;;0
998240;Protetor Palmar;M;Body Action;Acess�rios de Treino� > Luvas para Treino e Straps;0;2;5,41;9,9;9,9;31/12/1969 21:00:00;8,91;8,91;06/09/2016 19:37:57;12/02/2020 08:16:51;15;10;10;10;Inativo;Dispon�vel;1;6116.93.00;;;0;;
998239;Protetor Palmar;P;Body Action;Acess�rios de Treino� > Luvas para Treino e Straps;0;2;5,41;9,9;9,9;31/12/1969 21:00:00;8,91;8,91;06/09/2016 19:37:57;12/02/2020 08:16:51;15;10;10;10;Inativo;Dispon�vel;1;6116.93.00;;;0;;
989439;Isolate Definition (900g);Merengue de Morango;Body Action;Prote�nas > Whey Protein Isolado;0;17;72,13;132,9;132,9;31/12/1969 21:00:00;119,61;119,61;06/09/2016 17:10:33;22/09/2021 08:44:45;1.1;25;15;15;Ativo;Dispon�vel;2;21069030;7897104912338;5;0;;0
989437;Isolate Definition (900g);Chocolate c/Hortel�;Body Action;Prote�nas > Whey Protein Isolado;0;10;72,13;132,9;132,9;31/12/1969 21:00:00;119,61;119,61;06/09/2016 17:10:33;22/09/2021 08:44:45;1.1;25;15;15;Ativo;Dispon�vel;2;21069030;7897104912321;6;0;;0
989354;Isolate Definition (900g);Chocolate c/ Amendoim;Body Action;Prote�nas > Whey Protein Isolado;13;9;72,13;132,9;132,9;31/12/1969 21:00:00;119,61;119,61;06/09/2016 17:10:33;01/10/2021 08:00:51;1.1;25;15;15;Ativo;Dispon�vel;2;21069030;7897104912284;3;1;;0
989308;Isolate Definition (900g);Papaya c/ Cassis;Body Action;Prote�nas > Whey Protein Isolado;0;4;72,13;132,9;132,9;31/12/1969 21:00:00;119,61;119,61;06/09/2016 17:10:33;22/09/2021 08:44:45;1.1;25;15;15;Ativo;Dispon�vel;2;21069030;7897104912291;7;0;;0
989232;Isolate Definition (900g);Abacaxi, Banana e Laranja;Body Action;Prote�nas > Whey Protein Isolado;15;3;72,13;132,9;132,9;31/12/1969 21:00:00;119,61;119,61;06/09/2016 17:10:33;01/10/2021 08:00:53;1.1;25;15;15;Ativo;Dispon�vel;2;21061000;7897104907242;4;0;;0
989227;Isolate Definition (900g);Banana Caramelizada;Body Action;Prote�nas > Whey Protein Isolado;26;9;72,13;132,9;132,9;31/12/1969 21:00:00;119,61;119,61;06/09/2016 17:10:33;01/10/2021 08:00:51;1.1;25;15;15;Ativo;Dispon�vel;2;21069030;7897104912314;9;0;;0
989211;Isolate Definition (900g);Banana c/ Canela;Body Action;Prote�nas > Whey Protein Isolado;0;20;72,13;132,9;132,9;31/12/1969 21:00:00;119,61;119,61;06/09/2016 17:10:33;22/09/2021 08:44:45;1.1;25;15;15;Ativo;Dispon�vel;2;21069030;7897104909871;8;0;;0
989176;Isolate Definition (900g);Baunilha;Body Action;Prote�nas > Whey Protein Isolado;29;17;72,13;132,9;132,9;31/12/1969 21:00:00;119,61;119,61;06/09/2016 17:10:33;01/10/2021 08:00:51;1.1;25;15;15;Ativo;Dispon�vel;2;21069030;7897104910129;5;0;;0
989172;Isolate Definition (900g);Chocolate;Body Action;Prote�nas > Whey Protein Isolado;86;11;72,13;132,9;132,9;31/12/1969 21:00:00;119,61;119,61;06/09/2016 17:10:33;01/10/2021 08:00:52;1.1;25;15;15;Ativo;Dispon�vel;2;35040020;7897104907266;2;1;;0
985298;Pre-HD Pre Workout (100g);Morango c/ Kiwi;Body Action;Pr�-Treino > Nacional;0;18;30,91;59,9;59,9;31/12/1969 21:00:00;53,91;53,91;06/09/2016 15:11:29;31/08/2021 16:35:59;0.18;10;10;10;Inativo;Saiu de linha;2;21069030;7897104909154;9;0;;0
985206;Pre-HD Pre Workout (100g);Uva com BlueBerry;Body Action;Pr�-Treino > Nacional;0;2;30,91;59,9;59,9;31/12/1969 21:00:00;53,91;53,91;06/09/2016 15:11:29;02/09/2021 14:40:35;0.18;10;10;10;Inativo;Saiu de linha;2;21069030;7897104909161;5;0;;0
985187;Pre-HD Pre Workout (100g);Lim�o;Body Action;Pr�-Treino > Nacional;0;20;30,91;59,9;59,9;31/12/1969 21:00:00;53,91;53,91;06/09/2016 15:11:29;31/08/2021 16:35:59;0.18;10;10;10;Inativo;Saiu de linha;2;21069030;7897104907648;10;0;;0
984428;Amino Liquid 38000 (480ml);Frutas Roxas;Body Action;Amino�cidos > Amino L�quido;0;3;36,66;59,9;59,9;31/12/1969 21:00:00;53,91;53,91;06/09/2016 14:45:06;04/10/2021 09:08:30;0.55;12;10;10;Inativo;Em falta no fornecedor;2;21069030;7897104908256;2;0;;0
984427;Amino Liquid 38000 (480ml);Lim�o Siciliano;Body Action;Amino�cidos > Amino L�quido;0;3;36,66;59,9;59,9;31/12/1969 21:00:00;53,91;53,91;06/09/2016 14:45:06;04/10/2021 09:08:30;0.55;12;10;10;Inativo;Em falta no fornecedor;2;21069030;;1;0;;0
984255;Amino Liquid 38000 (480ml);A�ai com Guaran�;Body Action;Amino�cidos > Amino L�quido;0;3;36,66;59,9;59,9;31/12/1969 21:00:00;53,91;53,91;06/09/2016 14:45:06;04/10/2021 09:08:30;0.55;12;10;10;Inativo;Dispon�vel;2;21069030;7897104908263;5;0;;0
971226;Max Pump (240g);Frutas Vermelhas;Max Titanium;Pr�-Treino > Nacional;0;1;52,8;87,9;87,9;31/12/1969 21:00:00;79,11;79,11;26/08/2016 20:26:50;02/09/2021 14:40:35;0.35;12;10;10;Inativo;Saiu de linha;2;2106.90.30;7898944775442;;0;;0
964197;Palatinose (300g);Uva;Max Titanium;Carboidratos > Palatinose;6;3;44,92;76,9;76,9;31/12/1969 21:00:00;69,21;69,21;26/08/2016 19:49:05;05/10/2021 15:56:33;0.41;10;10;10;Ativo;Dispon�vel;2;21069030;7898944775466;5;0;;0
963201;Whey Pro Pote (1kg);Vitamina de Frutas;Max Titanium;Massa Muscular > Prote�nas;23;3;59,94;99,9;99,9;31/12/2019 23:59:59;89,91;89,91;26/08/2016 19:38:00;06/10/2021 17:07:29;1.2;25;15;15;Ativo;Dispon�vel;1;21069030;7898944774285;7;0;;0
963173;Whey Pro Pote (1kg);Morango;Max Titanium;Massa Muscular > Prote�nas;41;4;59,94;99,9;99,9;31/12/2019 23:59:59;89,91;89,91;26/08/2016 19:38:00;06/10/2021 17:07:29;1.2;25;15;15;Ativo;Dispon�vel;1;21069030;7898944774261;9;3;;0
963172;Whey Pro Pote (1kg);Chocolate;Max Titanium;Massa Muscular > Prote�nas;44;6;59,94;99,9;99,9;31/12/2019 23:59:59;89,91;89,91;26/08/2016 19:38:00;06/10/2021 17:07:29;1.2;25;15;15;Ativo;Dispon�vel;1;21069030;7898944774254;2;0;;0
958226;Vo2 Energy Gel (30g);Frutas Vermelhas;Integralm�dica;Energia e Resist�ncia > Gel de Carboidratos;0;10;1,54;2,9;2,9;31/12/1969 21:00:00;2,61;2,61;24/08/2016 18:33:48;03/02/2019 20:59:06;1.6;1;12;18;Inativo;Dispon�vel;2;2106.90.30;;0;0;;
958174;Vo2 Energy Gel (30g);Banana;Integralm�dica;Energia e Resist�ncia > Gel de Carboidratos;0;4;1,54;2,9;2,9;31/12/1969 21:00:00;2,61;2,61;24/08/2016 18:33:48;03/02/2019 20:59:06;1.6;1;12;18;Inativo;Dispon�vel;2;2106.90.30;;0;0;;
954172;Platinum Hydro Whey (1,5kg);Chocolate;Optimum Nutrition;Prote�nas > Whey Protein Hidrolisado;0;1;519,18;887,9;887,9;31/12/1969 21:00:00;799,11;799,11;22/08/2016 21:30:31;01/09/2021 08:00:47;1.7;25;20;20;Ativo;Dispon�vel;2;21069030;748927054156;2;0;;0
953176;Strong 7 Protein (1,8kg);Baunilha;Probi�tica;Massa Muscular > Prote�nas;0;1;79,02;129,9;116,91;20/04/2020 23:59:59;116,91;105,22;22/08/2016 18:51:13;01/09/2021 08:00:47;2;30;26;12;Inativo;Saiu de linha;2;2106.90.30;7896438201187;;0;;
953172;Strong 7 Protein (1,8kg);Chocolate;Probi�tica;Massa Muscular > Prote�nas;0;1;79,02;129,9;116,91;20/04/2020 23:59:59;116,91;105,22;22/08/2016 18:51:13;01/09/2021 08:00:47;2;30;26;12;Inativo;Saiu de linha;2;2106.90.30;7896438201163;;0;;
950176;Iso Pro Whey (900g);Baunilha;Probi�tica;Massa Muscular > Prote�nas;0;4;122,35;199,9;199,9;20/04/2020 23:59:59;179,91;179,91;22/08/2016 18:33:35;01/10/2021 08:00:52;1.1;25;15;15;Ativo;Dispon�vel;2;21069030;7896438201002;10;1;;0
950172;Iso Pro Whey (900g);Chocolate;Probi�tica;Massa Muscular > Prote�nas;2;6;122,35;199,9;199,9;20/04/2020 23:59:59;179,91;179,91;22/08/2016 18:33:35;01/10/2021 08:00:52;1.1;25;15;15;Ativo;Dispon�vel;2;21069030;7896438200999;5;0;;0
945255;Carb Up (800g);A�ai com Guaran�;Probi�tica;Energia e Resist�ncia > Blend de Carboidratos / Carb UP;5;2;38,74;65,9;65,9;20/04/2020 23:59:59;59,31;59,31;22/08/2016 17:01:11;01/10/2021 08:00:54;1;24;12;12;Ativo;Dispon�vel;2;21069030;7896438200630;7;0;;0
943176;100% Pure Whey (2kg);Baunilha;Probi�tica;Massa Muscular > Prote�nas;0;8;156,8;239,9;239,9;20/04/2020 23:59:59;215,91;215,91;22/08/2016 16:43:18;01/10/2021 08:00:52;2.3;30;22;22;Inativo;Saiu de linha;2;21069030;7896438209794;5;0;;0
943173;100% Pure Whey (2kg);Morango;Probi�tica;Massa Muscular > Prote�nas;0;4;156,8;239,9;239,9;20/04/2020 23:59:59;215,91;215,91;22/08/2016 16:43:18;01/10/2021 08:00:51;2.3;30;22;22;Inativo;Saiu de linha;2;21069030;7896438209817;6;0;;0
942276;Carb Up Energy Gel Caixa 10 unidades (300g);Morango Silvestre;Probi�tica;Carboidratos > Gel de Carboidratos;5;25;18,07;32,9;32,9;21/09/2021 08:00:00;29,61;29,61;22/08/2016 15:22:21;01/10/2021 08:00:50;0.41;13;7;7;Ativo;Dispon�vel;1;21069030;7896438200555;4;2;;0
942182;Carb Up Energy Gel Caixa 10 unidades (300g);Laranja;Probi�tica;Carboidratos > Gel de Carboidratos;7;14;18,07;32,9;32,9;21/09/2021 08:00:00;29,61;29,61;22/08/2016 15:22:21;01/10/2021 08:00:50;0.41;13;7;7;Ativo;Dispon�vel;2;21069030;7896438200548;9;1;;0
942176;Carb Up Energy Gel Caixa 10 unidades (300g);Baunilha;Probi�tica;Carboidratos > Gel de Carboidratos;0;7;18,07;32,9;32,9;21/09/2021 08:00:00;29,61;29,61;22/08/2016 15:22:21;01/10/2021 08:00:51;0.41;13;7;7;Ativo;Dispon�vel;2;21069030;7896438200531;9;0;;0
